Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
spring-cloud-alibaba,com.alibaba.cloud.nacos.client,NacosPropertySource,NacosPropertySource,Long Parameter List,The method has 5 parameters. ,58
spring-cloud-alibaba,com.alibaba.cloud.nacos.client,NacosPropertySource,NacosPropertySource,Long Parameter List,The method has 5 parameters. ,67
spring-cloud-alibaba,com.alibaba.cloud.nacos.client,NacosPropertySourceLocator,loadNacosConfiguration,Long Statement,The length of the statement "loadNacosDataIfPresent(composite`dataIdAndGroup`NacosDataParserHandler.getInstance().getFileExtension(config.getDataId())`config.isRefresh());" is 142.,159
spring-cloud-alibaba,com.alibaba.cloud.nacos.client,NacosPropertySourceLocator,loadNacosDataIfPresent,Magic Number,The method contains a magic number: 2,182
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLoader,doLoad,Long Statement,The length of the statement "List<PropertySource<?>> propertySources=pullConfig(configService`config.getGroup()`config.getDataId()`config.getSuffix()`properties.getTimeout());" is 146.,72
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLoader,doLoad,Long Statement,The length of the statement "NacosPropertySource propertySource=new NacosPropertySource(propertySources`config.getGroup()`config.getDataId()`new Date()`config.isRefreshEnabled());" is 150.,72
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLoader,pullConfig,Long Parameter List,The method has 5 parameters. ,138
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLocationResolver,loadProperties,Long Statement,The length of the statement "nacosConfigProperties=binder.bind("spring.cloud.nacos"`Bindable.of(NacosConfigProperties.class)`bindHandler).map(properties -> binder.bind(NacosConfigProperties.PREFIX`Bindable.ofInstance(properties)`bindHandler).orElse(properties)).orElseGet(() -> binder.bind(NacosConfigProperties.PREFIX`Bindable.of(NacosConfigProperties.class)`bindHandler).orElseGet(NacosConfigProperties::new));" is 383.,82
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLocationResolver,loadConfigDataResources,Long Statement,The length of the statement "NacosConfigDataResource resource=new NacosConfigDataResource(properties`location.isOptional()`profiles`log`new NacosItemConfig().setGroup(groupFor(uri`properties)).setDataId(dataIdFor(uri)).setSuffix(suffixFor(uri`properties)).setRefreshEnabled(refreshEnabledFor(uri`properties)).setPreference(preferenceFor(uri)));" is 315.,158
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLocationResolver,getQueryMap,Magic Number,The method contains a magic number: 4,222
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLocationResolver,getQueryMap,Magic Number,The method contains a magic number: 2,222
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLocationResolver,refreshEnabledFor,Long Statement,The length of the statement "return queryMap.containsKey(REFRESH_ENABLED) ? Boolean.parseBoolean(queryMap.get(REFRESH_ENABLED)) : properties.isRefreshEnabled();" is 131.,245
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataMissingEnvironmentPostProcessor,shouldProcessEnvironment,Long Statement,The length of the statement "boolean importCheckEnabled=environment.getProperty(NacosConfigProperties.PREFIX + ".import-check.enabled"`Boolean.class`true);" is 126.,49
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataResource,NacosConfigDataResource,Long Parameter List,The method has 5 parameters. ,45
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataResource,equals,Long Statement,The length of the statement "return optional == that.optional && Objects.equals(properties`that.properties) && Objects.equals(profiles`that.profiles) && Objects.equals(log`that.log) && Objects.equals(config`that.config);" is 191.,78
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataResource,toString,Long Statement,The length of the statement "return "NacosConfigDataResource{" + "properties=" + properties + "` optional="+ optional+ "` profiles="+ profiles+ "` config="+ config+ '}';" is 140.,97
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLocationResolverTest,whenNoneInBootstrapContext_thenCreateNewConfigClientProperties,Long Statement,The length of the statement "List<NacosConfigDataResource> resources=this.resolver.resolveProfileSpecific(context`ConfigDataLocation.of("nacos:test.yml")`mock(Profiles.class));" is 147.,206
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLocationResolverTest,testResolveProfileSpecific,Long Statement,The length of the statement "List<NacosConfigDataResource> resources=this.resolver.resolveProfileSpecific(context`ConfigDataLocation.of("nacos:test.yml")`profiles);" is 135.,225
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataMissingEnvironmentPostProcessorTest,noSpringConfigImport,Long Statement,The length of the statement "assertThatThrownBy(() -> processor.postProcessEnvironment(environment`app)).isInstanceOf(NacosConfigDataMissingEnvironmentPostProcessor.ImportException.class);" is 159.,35
spring-cloud-alibaba,com.alibaba.cloud.nacos.diagnostics.analyzer,NacosConnectionFailureAnalyzer,analyze,Long Statement,The length of the statement "return new FailureAnalysis("Application failed to connect to Nacos server: \"" + cause.getServerAddr() + "\""`"Please check your Nacos server config"`cause);" is 157.,31
spring-cloud-alibaba,com.alibaba.cloud.nacos.endpoint,NacosConfigEndpoint,invoke,Magic Number,The method contains a magic number: 16,55
spring-cloud-alibaba,com.alibaba.cloud.nacos.endpoint,NacosConfigEndpoint,invoke,Magic Number,The method contains a magic number: 16,55
spring-cloud-alibaba,com.alibaba.cloud.nacos.endpoint,NacosConfigHealthIndicator,doHealthCheck,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@4296bc8a,49
spring-cloud-alibaba,com.alibaba.cloud.nacos.endpoint,NacosConfigEndpointTests,checkoutAcmHealthIndicator,Empty catch clause,The method has an empty catch block.,80
spring-cloud-alibaba,com.alibaba.cloud.nacos.logging,NacosLoggingListener,getOrder,Magic Number,The method contains a magic number: 21,50
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigAutoConfiguration,nacosConfigProperties,Long Statement,The length of the statement "if (context.getParent() != null && BeanFactoryUtils.beanNamesForTypeIncludingAncestors(context.getParent()`NacosConfigProperties.class).length > 0) {" is 149.,42
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigProperties,getSharedDataids,Long Statement,The length of the statement "return null == getSharedConfigs() ? null : getSharedConfigs().stream().map(Config::getDataId).collect(Collectors.joining(COMMAS));" is 130.,444
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigProperties,getRefreshableDataids,Long Statement,The length of the statement "return null == getSharedConfigs() ? null : getSharedConfigs().stream().filter(Config::isRefresh).map(Config::getDataId).collect(Collectors.joining(COMMAS));" is 156.,473
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigProperties,compatibleSharedConfigs,Long Statement,The length of the statement "configList.stream().collect(Collectors.groupingBy(cfg -> (cfg.getGroup() + cfg.getDataId())`LinkedHashMap::new`Collectors.toList())).forEach((key`list) -> {" is 156.,502
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigProperties,compatibleSharedConfigs,Long Statement,The length of the statement "list.stream().reduce((a`b) -> new Config(a.getDataId()`a.getGroup()`a.isRefresh() || (b != null && b.isRefresh()))).ifPresent(result::add);" is 139.,502
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigProperties,toString,Long Statement,The length of the statement "return "NacosConfigProperties{" + "serverAddr='" + serverAddr + '\''+ "` encode='"+ encode+ '\''+ "` group='"+ group+ '\''+ "` prefix='"+ prefix+ '\''+ "` fileExtension='"+ fileExtension+ '\''+ "` timeout="+ timeout+ "` maxRetry='"+ maxRetry+ '\''+ "` configLongPollTimeout='"+ configLongPollTimeout+ '\''+ "` configRetryTime='"+ configRetryTime+ '\''+ "` enableRemoteSyncConfig="+ enableRemoteSyncConfig+ "` endpoint='"+ endpoint+ '\''+ "` namespace='"+ namespace+ '\''+ "` accessKey='"+ accessKey+ '\''+ "` secretKey='"+ secretKey+ '\''+ "` ramRoleName='"+ ramRoleName+ '\''+ "` contextPath='"+ contextPath+ '\''+ "` clusterName='"+ clusterName+ '\''+ "` name='"+ name+ '\''+ '\''+ "` shares="+ sharedConfigs+ "` extensions="+ extensionConfigs+ "` refreshEnabled="+ refreshEnabled+ '}';" is 788.,627
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosPropertySourceRepository,collectNacosPropertySource,Long Statement,The length of the statement "NPS_REPOSITORY.putIfAbsent(getMapKey(nacosPropertySource.getDataId()`nacosPropertySource.getGroup())`nacosPropertySource);" is 122.,66
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigAutoConfigurationTest,noImports_thenCreateProperties,Long Statement,The length of the statement "assertThat(BeanFactoryUtils.beanNamesForTypeIncludingAncestors(context`NacosConfigProperties.class).length).isEqualTo(1);" is 121.,47
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigAutoConfigurationTest,imports_thenNoCreateProperties,Long Statement,The length of the statement "assertThat(BeanFactoryUtils.beanNamesForTypeIncludingAncestors(context`NacosConfigProperties.class).length).isEqualTo(1);" is 121.,56
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigurationNewTest,checkoutNacosConfigTimeout,Magic Number,The method contains a magic number: 1000,200
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigurationNewTest,checkExtensionConfigs,Long Statement,The length of the statement "assertThat(properties.getExtensionConfigs()).contains(new Config("ext-config-common01.properties")`new Config("ext-config-common02.properties"`"GLOBAL_GROUP"));" is 160.,227
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigurationNoSuffixTest,answer,Complex Method,Cyclomatic complexity of the method is 10,76
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigurationNoSuffixTest,answer,Long Statement,The length of the statement "return "<Server port=\"8005\" shutdown=\"SHUTDOWN\"> \n" + " <Service name=\"Catalina\"> \n" + " <Connector value=\"第二个连接器\"> \n"+ " <open>开启服务</open> \n"+ " <init>初始化一下</init> \n"+ " <process>\n"+ " <top>\n"+ " <first>one</first>\n"+ " <sencond value=\"two\">\n"+ " <third>three</third>\n"+ " </sencond>\n"+ " </top>\n"+ " </process> \n"+ " <destory>销毁一下</destory> \n"+ " <close>关闭服务</close> \n"+ " </Connector> \n"+ " </Service> \n"+ "</Server> ";" is 449.,76
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigurationNoSuffixTest,checkoutNacosConfigTimeout,Magic Number,The method contains a magic number: 1000,232
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigurationTests,checkoutNacosConfigTimeout,Magic Number,The method contains a magic number: 1000,197
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigurationXmlJsonTest,answer,Complex Method,Cyclomatic complexity of the method is 8,77
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigurationXmlJsonTest,answer,Long Statement,The length of the statement "return "<?xml version=\"1.0\" encoding=\"utf-8\"?>" + "<top>\n" + " <first>one</first>\n"+ " <sencond value=\"two\">\n"+ " <third>three</third>\n"+ " </sencond>\n"+ "</top>";" is 174.,77
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigurationXmlJsonTest,answer,Long Statement,The length of the statement "return "<?xml version=\"1.0\" encoding=\"utf-8\"?>" + "<Server port=\"8005\" shutdown=\"SHUTDOWN\"> \n" + " <Service name=\"Catalina\"> \n"+ " <Connector value=\"第二个连接器\"> \n"+ " <open>开启服务</open> \n"+ " <init>初始化一下</init> \n"+ " <process>\n"+ " <top>\n"+ " <first>one</first>\n"+ " <sencond value=\"two\">\n"+ " <third>three</third>\n"+ " </sencond>\n"+ " </top>\n"+ " </process> \n"+ " <destory>销毁一下</destory> \n"+ " <close>关闭服务</close> \n"+ " </Connector> \n"+ " </Service> \n"+ "</Server> ";" is 495.,77
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigurationXmlJsonTest,answer,Long Statement,The length of the statement "return "<?xml version=\"1.0\" encoding=\"utf-8\"?>" + "<application android:label=\"@string/app_name\" android:icon=\"@drawable/osg\">\n" + " <activity android:name=\".osgViewer\"\n"+ " android:label=\"@string/app_name\" android:screenOrientation=\"landscape\">\n"+ " <intent-filter>\n"+ " <action android:name=\"android.intent.action.MAIN\" />\n"+ " <category android:name=\"android.intent.category.LAUNCHER\" />\n"+ " </intent-filter>\n"+ " </activity>\n"+ "</application>";" is 476.,77
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigurationXmlJsonTest,answer,Long Statement,The length of the statement "return "{\n" + " \"test\" : {\n" + " \"name\" : \"test\"`\n"+ " \"list\" : [\n"+ " {\n"+ " \"name\" :\"listname1\"`\n"+ " \"age\":1\n"+ " }`\n"+ " {\n"+ " \"name\" :\"listname2\"`\n"+ " \"age\":2\n"+ " }\n"+ " ]`\n"+ " \"metadata\" : {\n"+ " \"intKey\" : 123`\n"+ " \"booleanKey\" : true\n"+ " }\n"+ " }\n"+ "}";" is 312.,77
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigurationXmlJsonTest,checkJsonParser,Magic Number,The method contains a magic number: 2,210
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigurationXmlJsonTest,checkJsonParser,Magic Number,The method contains a magic number: 123,210
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigurationXmlJsonTest,checkoutNacosConfigTimeout,Magic Number,The method contains a magic number: 1000,266
spring-cloud-alibaba,com.alibaba.cloud.nacos,SmartConfigurationPropertiesRebinderIntegrationTest,testUsingSmartConfigurationPropertiesRebinder_whenBehaviorIsNotDefault,Long Statement,The length of the statement "context=new SpringApplicationBuilder(RebinderConfiguration.class).web(WebApplicationType.NONE).properties("spring.cloud.nacos.config.refresh-behavior=specific_bean").properties("spring.cloud.nacos.server-addr=123.123.123.123:8848").properties("spring.cloud.nacos.config.import-check.enabled=false").run();" is 305.,43
spring-cloud-alibaba,com.alibaba.cloud.nacos,SmartConfigurationPropertiesRebinderIntegrationTest,testUsingConfigurationPropertiesRebinder_whenBehaviorIsDefault,Long Statement,The length of the statement "context=new SpringApplicationBuilder(RebinderConfiguration.class).web(WebApplicationType.NONE).properties("spring.cloud.nacos.server-addr=123.123.123.123:8848").properties("spring.cloud.nacos.config.import-check.enabled=false").run();" is 234.,62
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosDiscoveryProperties,init,Complex Conditional,The conditional expression currentAddress instanceof Inet4Address || currentAddress instanceof Inet6Address && !currentAddress.isLoopbackAddress() is complex.,251
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosDiscoveryProperties,init,Complex Method,Cyclomatic complexity of the method is 15,251
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosDiscoveryProperties,init,Long Statement,The length of the statement "if (currentAddress instanceof Inet4Address || currentAddress instanceof Inet6Address && !currentAddress.isLoopbackAddress()) {" is 126.,251
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosDiscoveryProperties,equals,Long Statement,The length of the statement "return watchDelay == that.watchDelay && Float.compare(that.weight`weight) == 0 && registerEnabled == that.registerEnabled && port == that.port && secure == that.secure && instanceEnabled == that.instanceEnabled && ephemeral == that.ephemeral && failureToleranceEnabled == that.failureToleranceEnabled && Objects.equals(serverAddr`that.serverAddr) && Objects.equals(username`that.username) && Objects.equals(password`that.password) && Objects.equals(endpoint`that.endpoint) && Objects.equals(namespace`that.namespace) && Objects.equals(logName`that.logName) && Objects.equals(service`that.service) && Objects.equals(clusterName`that.clusterName) && Objects.equals(group`that.group) && Objects.equals(namingLoadCacheAtStart`that.namingLoadCacheAtStart) && Objects.equals(metadata`that.metadata) && Objects.equals(ip`that.ip) && Objects.equals(networkInterface`that.networkInterface) && Objects.equals(accessKey`that.accessKey) && Objects.equals(secretKey`that.secretKey) && Objects.equals(heartBeatInterval`that.heartBeatInterval) && Objects.equals(heartBeatTimeout`that.heartBeatTimeout) && Objects.equals(failFast`that.failFast) && Objects.equals(ipDeleteTimeout`that.ipDeleteTimeout);" is 1185.,565
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosDiscoveryProperties,hashCode,Long Statement,The length of the statement "return Objects.hash(serverAddr`username`password`endpoint`namespace`watchDelay`logName`service`weight`clusterName`group`namingLoadCacheAtStart`metadata`registerEnabled`ip`networkInterface`port`secure`accessKey`secretKey`heartBeatInterval`heartBeatTimeout`ipDeleteTimeout`instanceEnabled`ephemeral`failureToleranceEnabled`failFast);" is 331.,599
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosDiscoveryProperties,toString,Long Statement,The length of the statement "return "NacosDiscoveryProperties{" + "serverAddr='" + serverAddr + '\''+ "` username='"+ username+ '\''+ "` password='"+ password+ '\''+ "` endpoint='"+ endpoint+ '\''+ "` namespace='"+ namespace+ '\''+ "` watchDelay="+ watchDelay+ "` logName='"+ logName+ '\''+ "` service='"+ service+ '\''+ "` weight="+ weight+ "` clusterName='"+ clusterName+ '\''+ "` group='"+ group+ '\''+ "` namingLoadCacheAtStart='"+ namingLoadCacheAtStart+ '\''+ "` metadata="+ metadata+ "` registerEnabled="+ registerEnabled+ "` ip='"+ ip+ '\''+ "` networkInterface='"+ networkInterface+ '\''+ "` port="+ port+ "` secure="+ secure+ "` accessKey='"+ accessKey+ '\''+ "` secretKey='"+ secretKey+ '\''+ "` heartBeatInterval="+ heartBeatInterval+ "` heartBeatTimeout="+ heartBeatTimeout+ "` ipDeleteTimeout="+ ipDeleteTimeout+ "` instanceEnabled="+ instanceEnabled+ "` ephemeral="+ ephemeral+ "` failureToleranceEnabled="+ failureToleranceEnabled+ '}'+ "` ipDeleteTimeout="+ ipDeleteTimeout+ "` failFast="+ failFast+ '}';" is 992.,609
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosDiscoveryProperties,overrideFromEnv,Complex Method,Cyclomatic complexity of the method is 12,629
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosServiceInstance,equals,Long Statement,The length of the statement "return Objects.equals(this.serviceId`that.serviceId) && Objects.equals(this.instanceId`that.instanceId) && Objects.equals(this.host`that.host)&& this.port == that.port && this.secure == that.secure && Objects.equals(this.metadata`that.metadata);" is 245.,103
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosServiceInstance,hashCode,Magic Number,The method contains a magic number: 31,121
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosServiceInstance,hashCode,Magic Number,The method contains a magic number: 31,121
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosServiceManager,isNacosDiscoveryInfoChanged,Long Identifier,The length of the parameter currentNacosDiscoveryPropertiesCache is 36.,66
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosServiceManager,isNacosDiscoveryInfoChanged,Long Statement,The length of the statement "if (Objects.isNull(this.nacosDiscoveryProperties) || this.nacosDiscoveryProperties.equals(currentNacosDiscoveryPropertiesCache)) {" is 130.,66
spring-cloud-alibaba,com.alibaba.cloud.nacos.parser,AbstractPropertySourceLoader,flattenedMap,Long Statement,The length of the statement "String fullKey=StringUtils.isEmpty(parentKey) ? key : key.startsWith("[") ? parentKey.concat(key) : parentKey.concat(DOT).concat(key);" is 134.,98
spring-cloud-alibaba,com.alibaba.cloud.nacos.parser,NacosDataParserHandler,parseNacosData,Complex Method,Cyclomatic complexity of the method is 9,58
spring-cloud-alibaba,com.alibaba.cloud.nacos.parser,NacosDataParserHandler,parseNacosData,Long Statement,The length of the statement "nacosByteArrayResource=new NacosByteArrayResource(NacosConfigUtils.selectiveConvertUnicode(configValue).getBytes()`configName);" is 127.,58
spring-cloud-alibaba,com.alibaba.cloud.nacos.parser,NacosDataParserHandler,canLoadFileExtension,Long Statement,The length of the statement "return Arrays.stream(loader.getFileExtensions()).anyMatch((fileExtension) -> StringUtils.endsWithIgnoreCase(extension`fileExtension));" is 134.,116
spring-cloud-alibaba,com.alibaba.cloud.nacos.parser,NacosJsonPropertySourceLoader,doLoad,Magic Number,The method contains a magic number: 32,51
spring-cloud-alibaba,com.alibaba.cloud.nacos.parser,NacosXmlPropertySourceLoader,parseXml2Map,Magic Number,The method contains a magic number: 32,96
spring-cloud-alibaba,com.alibaba.cloud.nacos.refresh.condition,NonDefaultBehaviorCondition,getMatchOutcome,Long Statement,The length of the statement "RefreshBehavior behavior=context.getEnvironment().getProperty("spring.cloud.nacos.config.refresh-behavior"`RefreshBehavior.class`DEFAULT_REFRESH_BEHAVIOR);" is 155.,36
spring-cloud-alibaba,com.alibaba.cloud.nacos.refresh,NacosRefreshHistory,md5,Magic Number,The method contains a magic number: 16,83
spring-cloud-alibaba,com.alibaba.cloud.nacos.refresh,SmartConfigurationPropertiesRebinder,fillBeanMap,Long Statement,The length of the statement "this.beanMap.putAll((Map<String`ConfigurationPropertiesBean>)Optional.ofNullable(ReflectionUtils.getField(field`beans)).orElse(Collections.emptyMap()));" is 152.,67
spring-cloud-alibaba,com.alibaba.cloud.nacos.refresh,SmartConfigurationPropertiesRebinder,setApplicationContext,Long Statement,The length of the statement "this.refreshBehavior=this.applicationContext.getEnvironment().getProperty("spring.cloud.nacos.config.refresh-behavior"`RefreshBehavior.class`ALL_BEANS);" is 152.,79
spring-cloud-alibaba,com.alibaba.cloud.nacos.refresh,SmartConfigurationPropertiesRebinder,onApplicationEvent,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@12b439b8,89
spring-cloud-alibaba,com.alibaba.cloud.nacos.utils,NacosConfigUtils,isChinese,Long Statement,The length of the statement "return ub == Character.UnicodeBlock.CJK_UNIFIED_IDEOGRAPHS || ub == Character.UnicodeBlock.CJK_COMPATIBILITY_IDEOGRAPHS || ub == Character.UnicodeBlock.CJK_UNIFIED_IDEOGRAPHS_EXTENSION_A || ub == Character.UnicodeBlock.GENERAL_PUNCTUATION || ub == Character.UnicodeBlock.CJK_SYMBOLS_AND_PUNCTUATION || ub == Character.UnicodeBlock.HALFWIDTH_AND_FULLWIDTH_FORMS;" is 361.,56
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery.actuate.health,NacosDiscoveryHealthIndicator,doHealthCheck,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@c332af7,59
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery.logging,NacosLoggingListener,getOrder,Magic Number,The method contains a magic number: 21,50
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery,NacosDiscoveryHeartBeatPublisher,start,Long Statement,The length of the statement "this.heartBeatFuture=this.taskScheduler.scheduleWithFixedDelay(this::publishHeartBeat`Duration.ofMillis(this.nacosDiscoveryProperties.getWatchDelay()));" is 152.,63
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery,NacosServiceDiscovery,hostToServiceInstance,Complex Conditional,The conditional expression instance == null || !instance.isEnabled() || !instance.isHealthy() is complex.,87
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery,NacosWatch,start,Long Statement,The length of the statement "namingService.subscribe(properties.getService()`properties.getGroup()`Arrays.asList(properties.getClusterName())`eventListener);" is 128.,74
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery,NacosWatch,selectCurrentInstance,Long Statement,The length of the statement "return instances.stream().filter(instance -> properties.getIp().equals(instance.getIp()) && properties.getPort() == instance.getPort()).findFirst();" is 148.,114
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery,NacosWatch,stop,Long Statement,The length of the statement "namingService.unsubscribe(properties.getService()`properties.getGroup()`Arrays.asList(properties.getClusterName())`eventListener);" is 130.,121
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery,NacosDiscoveryClientConfigurationTest,testNacosWatchEnabled,Long Statement,The length of the statement "contextRunner.withPropertyValues("spring.cloud.nacos.discovery.watch.enabled=true").run(context -> assertThat(context).hasSingleBean(NacosWatch.class));" is 152.,73
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery,NacosDiscoveryHeartBeatConfigurationTest,testNacosDiscoveryHeartBeatPublisherEnabledForGateway,Long Statement,The length of the statement "contextRunner.withPropertyValues("spring.cloud.gateway.discovery.locator.enabled=true").run(context -> assertThat(context).hasSingleBean(NacosDiscoveryHeartBeatPublisher.class));" is 178.,54
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery,NacosDiscoveryHeartBeatConfigurationTest,testNacosDiscoveryHeartBeatPublisherEnabledForProperties,Long Statement,The length of the statement "contextRunner.withPropertyValues("spring.cloud.nacos.discovery.heart-beat.enabled=true").run(context -> assertThat(context).hasSingleBean(NacosDiscoveryHeartBeatPublisher.class));" is 179.,63
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery,NacosServiceDiscoveryTest,testGetServices,Magic Number,The method contains a magic number: 3,93
spring-cloud-alibaba,com.alibaba.cloud.nacos.loadbalancer,NacosLoadBalancer,filterInstanceByIpType,Long Statement,The length of the statement "return instances.stream().filter(instance -> Pattern.matches(IPV4_REGEX`instance.getHost())).collect(Collectors.toList());" is 122.,85
spring-cloud-alibaba,com.alibaba.cloud.nacos.loadbalancer,NacosLoadBalancer,filterInstanceByIpType,Long Statement,The length of the statement "return instances.stream().filter(instance -> Pattern.matches(IPV4_REGEX`instance.getHost())).collect(Collectors.toList());" is 122.,85
spring-cloud-alibaba,com.alibaba.cloud.nacos.loadbalancer,NacosLoadBalancer,NacosLoadBalancer,Long Identifier,The length of the parameter serviceInstanceListSupplierProvider is 35.,113
spring-cloud-alibaba,com.alibaba.cloud.nacos.loadbalancer,NacosLoadBalancer,NacosLoadBalancer,Long Identifier,The length of the field serviceInstanceListSupplierProvider is 35.,113
spring-cloud-alibaba,com.alibaba.cloud.nacos.loadbalancer,NacosLoadBalancer,choose,Long Identifier,The length of the field serviceInstanceListSupplierProvider is 35.,121
spring-cloud-alibaba,com.alibaba.cloud.nacos.loadbalancer,NacosLoadBalancer,choose,Long Statement,The length of the statement "ServiceInstanceListSupplier supplier=serviceInstanceListSupplierProvider.getIfAvailable(NoopServiceInstanceListSupplier::new);" is 126.,121
spring-cloud-alibaba,com.alibaba.cloud.nacos.loadbalancer,NacosLoadBalancer,getInstanceResponse,Long Statement,The length of the statement "log.warn("A cross-cluster call occurs，name = {}` clusterName = {}` instance = {}"`serviceId`clusterName`serviceInstances);" is 122.,128
spring-cloud-alibaba,com.alibaba.cloud.nacos.loadbalancer,NacosLoadBalancerClientConfiguration,nacosLoadBalancer,Long Statement,The length of the statement "return new NacosLoadBalancer(loadBalancerClientFactory.getLazyProvider(name`ServiceInstanceListSupplier.class)`name`nacosDiscoveryProperties);" is 142.,55
spring-cloud-alibaba,com.alibaba.cloud.nacos.registry,NacosAutoServiceRegistration,NacosAutoServiceRegistration,Long Identifier,The length of the parameter autoServiceRegistrationProperties is 33.,43
spring-cloud-alibaba,com.alibaba.cloud.nacos.registry,NacosRegistration,init,Complex Method,Cyclomatic complexity of the method is 8,74
spring-cloud-alibaba,com.alibaba.cloud.nacos.registry,NacosServiceRegistry,deregister,Long Statement,The length of the statement "namingService.deregisterInstance(serviceId`group`registration.getHost()`registration.getPort()`nacosDiscoveryProperties.getClusterName());" is 138.,92
spring-cloud-alibaba,com.alibaba.cloud.nacos.registry,NacosServiceRegistry,setStatus,Long Statement,The length of the statement "nacosServiceManager.getNamingMaintainService(nacosProperties).updateInstance(serviceId`nacosDiscoveryProperties.getGroup()`instance);" is 133.,128
spring-cloud-alibaba,com.alibaba.cloud.nacos.registry,NacosServiceRegistry,getStatus,Long Statement,The length of the statement "if (instance.getIp().equalsIgnoreCase(nacosDiscoveryProperties.getIp()) && instance.getPort() == nacosDiscoveryProperties.getPort()) {" is 134.,159
spring-cloud-alibaba,com.alibaba.cloud.nacos.registry,NacosServiceRegistryAutoConfiguration,nacosAutoServiceRegistration,Long Identifier,The length of the parameter autoServiceRegistrationProperties is 33.,69
