Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.constant,RocketMQConst,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_NAME_SERVER; DEFAULT_GROUP; USER_TRANSACTIONAL_ARGS; KEYS; TAGS; TOPIC; MESSAGE_ID; BORN_TIMESTAMP; BORN_HOST; FLAG; QUEUE_ID; SYS_FLAG; TRANSACTION_ID
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.constant,RocketMQConst.Headers,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.constant,RocketMQConst.Headers,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: KEYS; TAGS; TOPIC; MESSAGE_ID; BORN_TIMESTAMP; BORN_HOST; FLAG; QUEUE_ID; SYS_FLAG; TRANSACTION_ID
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.convert,RocketMQMessageConverter,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_NAME
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.properties,RocketMQConsumerProperties.Push,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.properties,RocketMQConsumerProperties.Pull,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq,RocketMQMessageChannelBinder,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq,RocketMQMessageChannelBinderTest.TestConfig,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq,RocketMQAutoConfigurationTests.TestConfig,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.support,JacksonRocketMQHeaderMapper,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: JSON_TYPES
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.support,JacksonRocketMQHeaderMapper.NonTrustedHeaderType,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,UserProperties.User,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigPropertiesServerAddressBothLevelTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.alibaba.cloud.nacos.NacosConfigManager
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigPropertiesServerAddressBothLevelTests,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: YAML_CONTENT
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigPropertiesServerAddressBothLevelTests.TestConfig,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigPropertiesServerAddressTopLevelTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.alibaba.cloud.nacos.NacosConfigManager
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigPropertiesServerAddressTopLevelTests,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: YAML_CONTENT
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigPropertiesServerAddressTopLevelTests.TestConfig,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigRefreshTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: YAML_CONTENT
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigurationExtConfigTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.alibaba.cloud.nacos.NacosConfigManager
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigurationExtConfigTests,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: YAML_CONTENT
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigurationExtConfigTests.TestConfig,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigurationTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.alibaba.cloud.nacos.NacosConfigManager; com.alibaba.cloud.nacos.endpoint.NacosConfigEndpoint
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigurationTests,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: YAML_CONTENT
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigurationTests.TestConfig,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosFileExtensionTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.alibaba.cloud.nacos.NacosConfigManager
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosFileExtensionTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: YAML_CONTENT
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosFileExtensionTest.TestConfig,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
spring-cloud-alibaba,com.alibaba.cloud.tests.sentinel.degrade,Util,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: FLOW_CONTROL_NOT_TRIGGERED; FLOW_CONTROL_TRIGGERED
spring-cloud-alibaba,com.alibaba.cloud.testsupport,Constant,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: TIME_OUT; REFRESH_CONFIG
